feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
Itgb4	type	wound	1.40557355959017	0.147555297234193	5.01712522886804e-21	4.8727969688595e-20	CPLM	1.01	1822	205	89
Rbms3	type	wound	0.809891198024333	0.0863904551716044	1.98393320609478e-20	1.90082249070432e-19	CPLM	1.01	1822	635	65
Col23a1	type	wound	1.2758669093236	0.136402648494537	2.40041214853747e-20	2.26918961775076e-19	CPLM	1.01	1822	297	84
Focad	type	wound	1.34452352283485	0.144085744848224	2.93406842331027e-20	2.73717698964077e-19	CPLM	1.01	1822	193	89
Csmd1	type	wound	3.02729266542357	0.324495767183769	2.99254697470561e-20	2.75547507151465e-19	CPLM	1.01	1822	190	90
Alcam	type	wound	1.40222324742399	0.150589373118649	3.50757017202266e-20	3.18829134867188e-19	CPLM	1.01	1822	260	86
Inpp4b	type	wound	1.22210162725051	0.133113251210565	1.12677516861057e-19	1.01124505638594e-18	CPLM	1.01	1822	286	84
Ncoa1	type	wound	0.856409988266648	0.0956409067284676	8.22838969987867e-19	7.29241037151747e-18	CPLM	1.01	1822	472	74
Tenm4	type	wound	0.83863593092261	0.0948968178888974	2.26028786802505e-18	1.97844950423427e-17	CPLM	1.01	1822	469	74
Immp2l	type	wound	1.10824189580523	0.127322796892764	7.03003350332035e-18	6.07736561318295e-17	CPLM	1.01	1822	287	84
Adgrl3	type	wound	1.49026709370572	0.171240377060818	7.11454648651883e-18	6.07736561318295e-17	CPLM	1.089	1822	187	90
Ptprm	type	wound	1.27375533969247	0.146975779935173	9.67133707548673e-18	8.16306903157154e-17	CPLM	1.01	1822	202	89
Trpm3	type	wound	1.11727761090137	0.130574105290527	2.42741435855051e-17	2.02474915319095e-16	CPLM	1.01	1822	278	85
Cpq	type	wound	1.30162631805212	0.155571615932217	1.16354439245226e-16	9.59247644475177e-16	CPLM	1.01	1822	184	90
Rsrp1	type	wound	-2.5511993696314	0.305116455248144	1.21539156234289e-16	9.90474273219663e-16	CPLM	1.01	1822	641	65
Snrnp70	type	wound	-2.0907369124333	0.252096154134524	2.11291694254911e-16	1.70233876394014e-15	CPLM	1.01	1822	597	67
Col1a1	type	wound	-3.31205522209458	0.401255507097449	2.90062567425139e-16	2.31072314948791e-15	CPLM	1.01	1822	798	56
Ahnak	type	wound	-1.44500433921794	0.178134750196827	9.06924665399774e-16	7.14455097520488e-15	CPLM	1.01	1822	633	65
Zfp710	type	wound	1.26148344738757	0.156789587511869	1.53096652857508e-15	1.19280798764806e-14	CPLM	1.01	1822	185	90
Ank2	type	wound	1.03433152020438	0.12879650638999	1.72259079165219e-15	1.32751833834935e-14	CPLM	1.01	1822	282	85
Camk1d	type	wound	-1.35662070525892	0.170600844408311	3.19267655425499e-15	2.43398674942665e-14	CPLM	1.01	1822	988	46
Tgfbr3	type	wound	0.833675500542778	0.106000948597888	6.28444058077136e-15	4.74007273592223e-14	CPLM	1.01	1822	449	75
Sema5a	type	wound	1.10198266892162	0.141958962012043	1.3766980199876e-14	1.02745146965391e-13	CPLM	1.01	1822	229	87
Tmcc3	type	wound	1.10551948332587	0.142685637881493	1.54060745663926e-14	1.13780279870545e-13	CPLM	1.01	1822	199	89
Frmd4b	type	wound	0.89980425389772	0.116365509142601	1.73188755794394e-14	1.26588482328067e-13	CPLM	1.01	1822	333	82
Etl4	type	wound	0.818881620767734	0.107312136421354	3.73795484181084e-14	2.70429590086111e-13	CPLM	1.01	1822	419	77
Zbtb20	type	wound	-0.861820651980515	0.113046604947223	3.94727897726536e-14	2.82688969179913e-13	CPLM	1.01	1822	832	54
Meg3	type	wound	-4.25337481447181	0.561236243294371	5.52973559125825e-14	3.9205825342021e-13	CPLM	1.01	1822	913	50
Stard13	type	wound	1.20604261758379	0.16012744990675	7.83724922135576e-14	5.50159376033786e-13	CPLM	1.01	1822	187	90
Ankrd11	type	wound	-1.29667361969704	0.174207497339077	1.50710888963213e-13	1.04758843406783e-12	CPLM	1.01	1822	533	71
Ghr	type	wound	-0.981520989920497	0.133852620852803	3.3745235367208e-13	2.32285163838354e-12	CPLM	1.01	1822	707	61
Lrmda	type	wound	0.800795597427198	0.109815966845498	4.5290469488602e-13	3.08759066032874e-12	CPLM	1.01	1822	420	77
Cped1	type	wound	0.957001703116047	0.131494801040345	5.0204659725284e-13	3.39000988049775e-12	CPLM	1.01	1822	280	85
Dsp	type	wound	0.65677551444954	0.0903437380702908	5.3228745157663e-13	3.56030002988519e-12	CPLM	1.01	1822	759	58
Arhgap24	type	wound	1.04327780196861	0.144347990519678	7.20613661682307e-13	4.7749073470351e-12	CPLM	1.01	1822	318	83
Srrm2	type	wound	-1.35753022562831	0.189048203035024	1.00519023665032e-12	6.59888775726924e-12	CPLM	1.01	1822	509	72
Limch1	type	wound	1.03935626760219	0.14501628613215	1.1079812631083e-12	7.20696069306225e-12	CPLM	1.01	1822	222	88
Egfr	type	wound	-1.35693467933736	0.189470816619117	1.15177808875217e-12	7.42373331750259e-12	CPLM	1.01	1822	522	71
Arhgef3	type	wound	0.917526097436706	0.1302903886103	2.6729594818718e-12	1.70732276815054e-11	CPLM	1.01	1822	281	85
Chd9	type	wound	0.684844528602068	0.097491236442064	3.0199435188024e-12	1.91173210252759e-11	CPLM	1.01	1822	479	74
Htt	type	wound	1.03398839787216	0.149376021527603	6.14754912001187e-12	3.85717904963577e-11	CPLM	1.01	1822	183	90
Dmd	type	wound	0.734275642493022	0.106323903108408	6.86326648544483e-12	4.26847012121086e-11	CPLM	1.01	1822	469	74
Auts2	type	wound	0.817701339740214	0.118932859322726	8.47032473479224e-12	5.22213933649365e-11	CPLM	1.01	1822	455	75
Ddx5	type	wound	-1.19599034202417	0.174171584920976	8.98196736495836e-12	5.48984039806506e-11	CPLM	1.01	1822	591	68
Arfgef1	type	wound	0.954403184883055	0.13956147553683	1.08820608215256e-11	6.59434283971079e-11	CPLM	1.01	1822	259	86
Rcor1	type	wound	0.803783290478904	0.117683840305108	1.15345934253084e-11	6.93053113435903e-11	CPLM	1.01	1822	327	82
Syne1	type	wound	0.988494854457917	0.147681796030571	2.89437772960543e-11	1.72446538679853e-10	CPLM	1.01	1822	205	89
Rapgef6	type	wound	0.941989991598756	0.142418011717897	4.8941136379854e-11	2.89160547444304e-10	CPLM	1.01	1822	206	89
Zcchc7	type	wound	-1.41562623844424	0.217042935354005	8.94375363459682e-11	5.24059613795797e-10	CPLM	1.01	1822	412	77
Ptprk	type	wound	0.984323127618073	0.151647072513734	1.09732988374501e-10	6.3771056358624e-10	CPLM	1.01	1822	242	87
Sema3a	type	wound	0.977976152162907	0.15130538780436	1.30943984874579e-10	7.48703913516744e-10	CPLM	1.01	1822	213	88
Mical2	type	wound	0.961998484335817	0.148811793684391	1.30150689504686e-10	7.48703913516744e-10	CPLM	1.01	1822	207	89
Gm47283	type	wound	-1.31034952891576	0.203352914946383	1.48860576206208e-10	8.44337188241611e-10	CPLM	1.01	1822	557	69
Scaper	type	wound	0.826034083208975	0.128386675968783	1.58524931435751e-10	8.92017272920216e-10	CPLM	1.01	1822	282	85
Clk1	type	wound	-1.57853724402696	0.245750835334409	1.69742369763597e-10	9.47616851672363e-10	CPLM	1.01	1822	419	77
Srsf5	type	wound	-2.29370690007272	0.360953864933978	2.63475399435683e-10	1.45940670468671e-09	CPLM	1.01	1822	420	77
Col3a1	type	wound	-3.86695208744456	0.609160091958658	2.7470963206086e-10	1.50983821031899e-09	CPLM	1.01	1822	588	68
Dis3l2	type	wound	0.789203931815272	0.125076904385066	3.50117354687208e-10	1.90948618825562e-09	CPLM	1.01	1822	291	84
Rptor	type	wound	0.94331829905875	0.149865659927995	3.85694856292317e-10	2.08746300084926e-09	CPLM	1.01	1822	204	89
Prr16	type	wound	1.01338672309249	0.162639899297139	5.74904115854337e-10	3.08793195561155e-09	CPLM	1.01	1822	187	90
Rbm25	type	wound	-1.06971708319641	0.172071678807499	6.28077017358779e-10	3.3481699647171e-09	CPLM	1.01	1822	520	71
Mef2a	type	wound	-1.16607443700039	0.187754147684057	6.52217616071972e-10	3.45091261041066e-09	CPLM	1.01	1822	445	76
Large1	type	wound	0.752635667967926	0.122070645364251	8.62926499775142e-10	4.49863888485718e-09	CPLM	1.01	1822	318	83
Rian	type	wound	-3.0319739165725	0.491756413552861	8.62784485106057e-10	4.49863888485718e-09	CPLM	1.01	1822	486	73
Ddx17	type	wound	-2.00890513443577	0.327160301032643	1.00797543095046e-09	5.21645679229108e-09	CPLM	1.01	1822	418	77
Cmss1	type	wound	-0.503649182114823	0.0826288538035901	1.33009245964213e-09	6.83359097019036e-09	CPLM	1.01	1822	1264	31
Pla2g4a	type	wound	0.956989597087035	0.15809330010978	1.71897188590801e-09	8.76799328855236e-09	CPLM	1.01	1822	188	90
Luc7l3	type	wound	-1.70620426039254	0.287192109608641	3.38655877067383e-09	1.71505012029124e-08	CPLM	1.01	1822	370	80
Ttn	type	wound	-1.46577149329481	0.255330435989092	1.10243742825823e-08	5.54346196195097e-08	CPLM	1.01	1822	404	78
Rreb1	type	wound	0.623606131962322	0.109277476999857	1.34248290880567e-08	6.70296043903677e-08	CPLM	1.01	1822	378	79
Cdh4	type	wound	-0.9917926936097	0.174001964705344	1.39565327139233e-08	6.91970747844172e-08	CPLM	1.01	1822	486	73
Mfhas1	type	wound	0.844431145564729	0.148801595905913	1.61159901060301e-08	7.93488679526064e-08	CPLM	1.01	1822	207	89
Nfia	type	wound	-0.654928980689634	0.115886514200156	1.84291802226103e-08	9.01123363988326e-08	CPLM	1.01	1822	735	60
Srsf2	type	wound	-1.49026851753089	0.263787229828715	1.86367258830428e-08	9.05030044594337e-08	CPLM	1.01	1822	428	77
Elmo1	type	wound	0.765508461178037	0.13603145500183	2.11382915155981e-08	1.01952712139857e-07	CPLM	1.01	1822	263	86
Klf12	type	wound	0.918143090409892	0.163632634842791	2.32098314198264e-08	1.1118763835579e-07	CPLM	1.01	1822	183	90
Nfix	type	wound	-1.35027404776018	0.240758324731296	2.35526186143246e-08	1.12072527500377e-07	CPLM	1.01	1822	340	81
Pbx1	type	wound	-0.74718331834153	0.13355720802812	2.54904589624679e-08	1.20484902695932e-07	CPLM	1.01	1822	647	64
Arglu1	type	wound	-1.74516363520832	0.312541429803854	2.70818415559744e-08	1.27159110352224e-07	CPLM	1.01	1822	322	82
Hnrnph1	type	wound	-2.14253876900938	0.384370227954516	2.85964865757581e-08	1.33387559093503e-07	CPLM	1.01	1822	343	81
Col17a1	type	wound	0.649165143835818	0.11711222475219	3.40619404889054e-08	1.56817635108013e-07	CPLM	1.01	1822	413	77
Tmtc2	type	wound	0.828040722277094	0.149380116633166	3.40474353383816e-08	1.56817635108013e-07	CPLM	1.01	1822	200	89
Mbnl1	type	wound	-1.19574631010762	0.21678839725202	3.9710857136475e-08	1.81645146514586e-07	CPLM	1.01	1822	393	78
Myo1e	type	wound	0.673334344043252	0.122727673482459	4.676881725243e-08	2.12558278410082e-07	CPLM	1.01	1822	335	82
Rora	type	wound	0.443762970393003	0.0810472477904057	4.9732425606008e-08	2.24587832832227e-07	CPLM	1.01	1822	693	62
Atrx	type	wound	-1.12940337165068	0.207028851006162	5.55874730228975e-08	2.49439989704015e-07	CPLM	1.01	1822	386	79
Tcf12	type	wound	-0.992137602574454	0.182280174982946	5.95235616932553e-08	2.65422674468667e-07	CPLM	1.01	1822	485	73
Prkce	type	wound	0.705186667982969	0.130604832213842	7.56458108204459e-08	3.35205499198101e-07	CPLM	1.01	1822	297	84
Pid1	type	wound	0.645249200676719	0.119585064786633	7.71785411591374e-08	3.39873202992723e-07	CPLM	1.01	1822	401	78
Fars2	type	wound	0.753824096000636	0.140456188707176	9.03266299098001e-08	3.95318398802767e-07	CPLM	1.01	1822	241	87
Prkag2	type	wound	0.776090414692475	0.145561904316697	1.09437143261042e-07	4.76018003509688e-07	CPLM	1.01	1822	222	88
Efna5	type	wound	-0.849779442971606	0.160307280141049	1.29236779103373e-07	5.58712660879828e-07	CPLM	1.107	1822	535	71
Thada	type	wound	0.806656707474955	0.152269000624388	1.31603087085588e-07	5.65494477234437e-07	CPLM	1.01	1822	206	89
Mycbp2	type	wound	-0.980412179280328	0.185273337982179	1.35832450168469e-07	5.8015185041834e-07	CPLM	1.01	1822	460	75
Snd1	type	wound	0.668347018416333	0.126456774633949	1.40688410052272e-07	5.97293908545275e-07	CPLM	1.01	1822	270	85
Sult5a1	type	wound	-2.34977415566341	0.445539596112717	1.49405998338316e-07	6.3052888584444e-07	CPLM	1.01	1822	305	83
Anxa2	type	wound	0.626704537647794	0.1202155521292	2.06759411472217e-07	8.67410785407112e-07	CPLM	1.01	1822	363	80
Zfpm2	type	wound	0.816124641383576	0.156862011486302	2.18442956857362e-07	9.11035625952176e-07	CPLM	1.01	1822	235	87
Ppp2r3a	type	wound	-1.15887751848032	0.22397471004703	2.54227423836585e-07	1.05407744736923e-06	CPLM	1.01	1822	323	82
H2-K1	type	wound	-0.798608901237244	0.154403505391617	2.56822126235151e-07	1.05864469477164e-06	CPLM	1.01	1822	618	66
Prrc2c	type	wound	-1.82995239480378	0.356335954197867	3.11574261888219e-07	1.27691417155345e-06	CPLM	1.01	1822	284	84
2610035D17Rik	type	wound	0.78832070572375	0.153770226021092	3.2636402605292e-07	1.32983962339954e-06	CPLM	1.01	1822	207	89
Mpp7	type	wound	0.752366303876641	0.148724540979698	4.64438525609355e-07	1.8816395123259e-06	CPLM	1.01	1822	205	89
Samd4	type	wound	0.86575071539588	0.171635738451894	5.00997071649674e-07	2.01809657518734e-06	CPLM	1.01	1822	183	90
Itgbl1	type	wound	-1.22621378978744	0.243150206360637	5.03812544158194e-07	2.01809657518734e-06	CPLM	1.01	1822	366	80
Ikzf2	type	wound	-1.01289162275877	0.201637782317861	5.57595804077589e-07	2.22098553421916e-06	CPLM	1.01	1822	358	80
Zfand3	type	wound	-0.797715801047915	0.159075988028372	5.82880479986179e-07	2.29943898250166e-06	CPLM	1.01	1822	462	75
Dsg1a	type	wound	0.740004594172734	0.147576377527892	5.83778585120308e-07	2.29943898250166e-06	CPLM	1.01	1822	252	86
Prkca	type	wound	0.621461481814642	0.124903735643314	7.12052016165026e-07	2.78919822906632e-06	CPLM	1.01	1822	310	83
Aff3	type	wound	0.702509422758735	0.141703222611365	7.7995712562741e-07	3.03840440697711e-06	CPLM	1.01	1822	259	86
Pik3c2g	type	wound	0.707343417922623	0.143049481425917	8.32531837571468e-07	3.22549220130148e-06	CPLM	1.01	1822	230	87
Mcc	type	wound	-0.587815251012658	0.118913841372911	8.39064910977596e-07	3.23313598849519e-06	CPLM	1.01	1822	664	64
Sh3d19	type	wound	-0.779057747257877	0.158372656871721	9.47517596447596e-07	3.63129716692619e-06	CPLM	1.01	1822	448	75
Dleu2	type	wound	-0.88149674697024	0.179280217429447	9.58455773693166e-07	3.65346851370137e-06	CPLM	1.01	1822	429	76
Gas7	type	wound	0.703207654838392	0.143277312652988	1.00211676362801e-06	3.79946944070728e-06	CPLM	1.01	1822	271	85
Prkch	type	wound	0.735164144531762	0.150524340335919	1.13039763117587e-06	4.26304213033877e-06	CPLM	1.01	1822	201	89
Prpf38b	type	wound	-2.92607104137563	0.600448788209992	1.19365025012419e-06	4.47776734041297e-06	CPLM	1.01	1822	280	85
Cdkal1	type	wound	0.617986855221582	0.1271078203797	1.2624925691917e-06	4.71109069240483e-06	CPLM	1.01	1822	318	83
Nisch	type	wound	-1.8519344556865	0.383498550268825	1.48659491594378e-06	5.51830259373896e-06	CPLM	1.01	1822	234	87
Ust	type	wound	-0.716344879814633	0.149184293440861	1.70151988710943e-06	6.271259354457e-06	CPLM	1.01	1822	472	74
1110051M20Rik	type	wound	0.713737581450533	0.148661955955107	1.70712701750381e-06	6.271259354457e-06	CPLM	1.01	1822	240	87
Rarg	type	wound	-1.56413862644763	0.326324672102541	1.77472336430597e-06	6.48597353243781e-06	CPLM	1.01	1822	241	87
Kmt2c	type	wound	-1.11467223368849	0.233183968693193	1.89163171108675e-06	6.8777788880026e-06	CPLM	1.01	1822	308	83
Nfib	type	wound	-0.666884836577997	0.139722169132746	1.9605679862499e-06	7.09205460332233e-06	CPLM	1.01	1822	562	69
Lama2	type	wound	0.610272906786273	0.128150944584191	2.06706472578002e-06	7.43933446993927e-06	CPLM	1.01	1822	336	82
Maml3	type	wound	-0.617248210939351	0.132323657973607	3.31622501691028e-06	1.18747653383303e-05	CPLM	1.01	1822	524	71
Opcml	type	wound	0.474321750779978	0.101786684071891	3.39236761633635e-06	1.20863750752888e-05	CPLM	1.01	1822	586	68
Itpr2	type	wound	0.609564787154957	0.131435023036857	3.77290637873928e-06	1.33749531126307e-05	CPLM	1.01	1822	306	83
Rrbp1	type	wound	-1.42700926433161	0.309637031530582	4.33456143063075e-06	1.52895724095383e-05	CPLM	1.01	1822	294	84
Med13l	type	wound	-0.901496833932216	0.195914602599821	4.48479383514649e-06	1.57411823223706e-05	CPLM	1.01	1822	354	81
Golgb1	type	wound	-1.50746449249906	0.327686717252978	4.50947251323848e-06	1.57498325708674e-05	CPLM	1.01	1822	240	87
Ralgapa1	type	wound	0.571394923965454	0.125031114447392	5.2046027050304e-06	1.80885456758164e-05	CPLM	1.01	1822	302	83
Mitf	type	wound	-0.98799201782756	0.21634152540769	5.28387614063433e-06	1.82744789449256e-05	CPLM	1.01	1822	354	81
Palld	type	wound	0.732419897584876	0.160765909593979	5.56481476297586e-06	1.91526877036402e-05	CPLM	1.01	1822	235	87
Macf1	type	wound	0.368409094542639	0.0809618578480074	5.70825150117662e-06	1.95514507938851e-05	CPLM	1.01	1822	787	57
Gm15987	type	wound	-1.18297381030711	0.260061461304143	5.7507624753618e-06	1.96023586299592e-05	CPLM	1.01	1822	273	85
Oxct1	type	wound	0.655127196557091	0.146141181601189	7.82476992143072e-06	2.65443151880114e-05	CPLM	1.01	1822	250	86
Dach1	type	wound	0.707342612836327	0.157883679357361	7.92284948246908e-06	2.67490489670028e-05	CPLM	1.01	1822	220	88
Dip2c	type	wound	0.489090151044434	0.109220417081813	8.00179192330125e-06	2.6887537789671e-05	CPLM	1.01	1822	443	76
Pdzrn3	type	wound	-1.23358624178395	0.277180759189715	9.08707327855845e-06	3.01062381051306e-05	CPLM	1.01	1822	309	83
